title,link,date
China's partnership actions plan brings hope for Malawi: official,https://english.news.cn/africa/20240919/cbcdb6e46cb042fcb24f08fa99641e34/c.html,2024-09-19 18:04:00
Chinese-built Nairobi Expressway nominated for best technological innovation award,https://english.news.cn/africa/20240918/e63b673489584f54953f659bb9ee25d8/c.html,2024-09-18 21:58:45
Chinese company launches talent development program for Ethiopians,https://english.news.cn/africa/20240918/8b25cb499f5c41f688d4079c9264d0d3/c.html,2024-09-18 20:24:30
"Egypt eyes deeper cooperation with China in tourism, archaeology: minister",https://english.news.cn/africa/20240918/46b4941db1094a098dbda64da77c95c3/c.html,2024-09-18 19:27:15
Interview: China-proposed partnership actions chart path for China-Africa cooperation -- Zambian president,https://english.news.cn/africa/20240915/cd391be4999b492985fdcd90ada61ad5/c.html,2024-09-15 11:03:45
Ghanaian president inaugurates China-aided fishing port,https://english.news.cn/africa/20240914/6b7c15a8f8bb4b9fb9a656c8c40fdf5c/c.html,2024-09-14 19:53:30
Egyptian experts big on deeper Egypt-China cooperation after FOCAC summit,https://english.news.cn/africa/20240914/78fc27b1f173411981deb3167ad98864/c.html,2024-09-14 04:13:45
"SGR operator, Kenyan university partner to host Mid-Autumn Festival celebrations",https://english.news.cn/africa/20240914/3011785e03a9463d91a5663fc4ba71c9/c.html,2024-09-14 01:32:15
Interview: China's openness to Malagasy mutton products will speed up agricultural modernization,https://english.news.cn/africa/20240914/b989ba252d4b4cae85e3734096027770/c.html,2024-09-14 01:26:45
Chinese ambassador vows to expand cooperation with Ghana,https://english.news.cn/africa/20240914/4b5855b5285f4fa98ed81593b825a8a9/c.html,2024-09-14 01:10:45
Feature: China's aid helps Malawians rebuild lives after Cyclone Idai,https://english.news.cn/africa/20240913/123e8b2686c14c769873d7d6b7493bc8/c.html,2024-09-13 20:27:00
"Rwanda views China as important, reliable partner: FM",https://english.news.cn/africa/20240913/d7d7b8c5e2b84ad1b4ceae619c74bf7a/c.html,2024-09-13 20:20:30
China-Africa relations reach historic high: Chinese envoy,https://english.news.cn/africa/20240913/099d1895517246a9b0fa4eaeacc09e78/c.html,2024-09-13 20:18:15
Across China: Chinese agricultural technology project boosts productivity in African countries,https://english.news.cn/africa/20240913/381e356c78674a82a9d56e2eeabd2719/c.html,2024-09-13 17:20:30
Malawian president commends Chinese company for railway project construction,https://english.news.cn/africa/20240913/5af71d3fd3a146e79fa565e4728e82d2/c.html,2024-09-13 02:13:45
"China, Zambia sign paired hospital cooperation mechanism agreement",https://english.news.cn/africa/20240913/1956903ce42b43518b58ba8c973d6598/c.html,2024-09-13 01:16:45
Chinese oil company awards 218 students in Uganda,https://english.news.cn/africa/20240913/98ca73f9c4164be5a25e82da37e2df0d/c.html,2024-09-13 00:45:30
"China donates 1,300 tonnes of food aid to Somalia",https://english.news.cn/africa/20240913/09a9ba05446745e29857ab065d1902e5/c.html,2024-09-13 00:03:15
Kenya's industrial expo opens with call for deepening commercial ties with China,https://english.news.cn/africa/20240912/70450a1b66e3478393aeef737e7f8bff/c.html,2024-09-12 23:08:15
Huawei to aid African tower companies to reduce carbon footprint,https://english.news.cn/africa/20240912/86faf28a44404c20a33037b1c2242547/c.html,2024-09-12 22:24:15
"Egyptian PM hails ""positive results"" of China visit",https://english.news.cn/africa/20240912/2c69581fadac4d139c5c1f21e6627732/c.html,2024-09-12 04:51:00
China ready to help Zambia unlock development potential,https://english.news.cn/africa/20240912/350d89a674b64e128a80972ebcb4e7e9/c.html,2024-09-12 01:11:16
AU agency welcomes China's support for Africa's agriculture,https://english.news.cn/africa/20240912/55dcf58be90c4279864506e39ae37266/c.html,2024-09-12 00:33:45
Chinese truck giant eyes assembly plant in South Africa,https://english.news.cn/africa/20240911/e10450cfd00e4d57a8762e114c213228/c.html,2024-09-11 20:21:00
Tecno renews deal with UNHCR to support education of young African refugees,https://english.news.cn/africa/20240911/04ef89a76e744d57825b8502b9097a6f/c.html,2024-09-11 20:11:15
"Feature: Business insiders commend Cairo's Pharmaconex Exhibition for strengthening partnerships between Egypt, China",https://english.news.cn/africa/20240911/33dd6297a96649db81012f0769b462cf/c.html,2024-09-11 03:27:16
China a major source of foreign investment for Zimbabwe: official,https://english.news.cn/africa/20240911/ff8cc01fb3fc4e5f96dac0caeb409c41/c.html,2024-09-11 01:49:00
Chinese embassy offers Kenyan online content creators trip to China,https://english.news.cn/africa/20240910/5e405c55e2a54e6eb2307672b4873c82/c.html,2024-09-10 20:39:00
Chinese firms to build Namibia's largest solar plant,https://english.news.cn/africa/20240910/0613c7a0833340738e13dc03793932db/c.html,2024-09-10 01:25:00
(FOCAC) Interview: Ethiopia's former PM says ever-closer cooperation with China produces win-win outcomes,https://english.news.cn/africa/20240909/150d60e7a08143df96342f59ac29ae85/c.html,2024-09-08 23:59:15
China Focus: China starts import of mutton products from Africa,https://english.news.cn/africa/20240908/d98dd921ac1048db969ed88c8de6d370/c.html,2024-09-08 14:37:16
"Interview: S. Africa eyes potential for cooperation with China on modernization, says ANC official",https://english.news.cn/africa/20240907/eb8c754fa93642b9adb973441233bfd3/c.html,2024-09-07 21:28:15
Feature: China-aided hospital bears testimony to growing China-Zimbabwe ties,https://english.news.cn/africa/20240907/71cae16199bd4a1194d3a863f4bf9cb4/c.html,2024-09-07 19:15:15
(FOCAC) Feature: Former TAZARA railway construction worker reminisces about old days working with Chinese experts,https://english.news.cn/africa/20240906/e163aff2009d4a368ae5d27d0c09952e/c.html,2024-09-06 17:09:00
(FOCAC) Chinese FM proposes principles for int'l cooperation with Africa,https://english.news.cn/africa/20240906/5d59f1a677894e4f8ccaff6d2fad46cf/c.html,2024-09-06 14:56:30
(FOCAC) Feature: Connecting continents: Journeys of African scholars foster China-Africa communication,https://english.news.cn/africa/20240905/d110923da62a400aaf83aa9e0b82d79b/c.html,2024-09-05 21:26:45
(FOCAC) Economic Watch: China's new energy products popular in Africa,https://english.news.cn/africa/20240905/2a04394e0f3442578dbf04b6a5702cd9/c.html,2024-09-05 19:59:00
(FOCAC) Partnership action plans in line with AU Agenda 2063: S. African president,https://english.news.cn/africa/20240905/36eae268980d4abab6ee082d8cbb0c3b/c.html,2024-09-05 19:00:00
(FOCAC) Interview: China a reliable partner for Africa's development: Rwandan president,https://english.news.cn/africa/20240905/8c11b5b2c6ff4d128549e956179c3198/c.html,2024-09-05 18:56:00
"(FOCAC) Interview: China-Africa cooperation forum a platform for fruitful exchanges, says Senegalese president",https://english.news.cn/africa/20240905/4b6ae19bee404d89acda432424c7227b/c.html,2024-09-05 15:58:00
"(FOCAC) Interview: Namibia-China relations expected to grow from strength to strength, says senior official",https://english.news.cn/africa/20240905/27e324d4e77d4d4e8b413bf6958d4458/c.html,2024-09-05 12:35:15
(FOCAC) Economic Watch: Practical cooperation boosts tangible outcomes in China-Africa partnership,https://english.news.cn/africa/20240905/c0e0eccb18a94cb3a0a314ae1ba2dbe5/c.html,2024-09-04 22:19:00
(FOCAC) World Insights: China-funded projects help revitalize Cameroon's capital,https://english.news.cn/africa/20240904/3431bd3a8ec947e4a63b68d630db4d25/c.html,2024-09-04 11:12:30
Egypt's 1st int'l airshow kicks off with China's homegrown plane on solo display,https://english.news.cn/africa/20240904/e6b3fc114ded4908bb0f403a16d8a09f/c.html,2024-09-04 01:25:00
Feature: Kenyan environmentalists revive degraded river with Chinese bamboo planting initiative,https://english.news.cn/africa/20240903/b9a16715794249cba4d057f7de9e9845/c.html,2024-09-03 22:29:30
"(FOCAC) Interview: FOCAC summit puts China-DRC relations at ""promising new juncture"": ambassador",https://english.news.cn/africa/20240903/117df25a349640b888b7385bb68b62d0/c.html,2024-09-03 18:54:00
(FOCAC) Feature: Chinese-built solar plant helps bring South Africa on track toward renewable energy,https://english.news.cn/africa/20240903/9db958144b1f4051a901e0233e486242/c.html,2024-09-03 18:42:15
(FOCAC)Explainer: What makes China and Africa natural green partners,https://english.news.cn/africa/20240903/951bb0c715da44c9ada33245b6054062/c.html,2024-09-03 17:47:30
"(FOCAC) Interview: Nigeria sees China as ""very strategic partner"" in global economy -- official",https://english.news.cn/africa/20240902/c5961ddfde914713adc07a6b77722ddb/c.html,2024-09-02 17:27:00
President of South Africa arrives in Beijing for 2024 FOCAC summit,https://english.news.cn/africa/20240902/471a7aa3269d4ed3af0834f88a98bf17/c.html,2024-09-02 10:08:01
Djiboutian president arrives in Beijing for 2024 FOCAC summit,https://english.news.cn/africa/20240902/63259b0127104261baef5bbd2e42883b/c.html,2024-09-02 10:04:04
President of Republic of Equatorial Guinea arrives in Beijing for 2024 FOCAC summit,https://english.news.cn/africa/20240902/657df65cbadc440babd3b8a19741de1e/c.html,2024-09-02 07:27:06
Profile: Malawian student uses Chinese farming techniques to plant seeds of agricultural development,https://english.news.cn/africa/20240901/ad996cad84e3481096789b522cefe090/c.html,2024-09-01 17:09:45
Roundup: Chinese cutting-edge medical technology wows Ghanaian medical community,https://english.news.cn/africa/20240901/a760dce10bf448658b08c8c9cdeab985/c.html,2024-09-01 01:51:00
Ugandan president appoints former ambassador to China as chancellor of top university,https://english.news.cn/africa/20240901/c9e73b7995ed42b895a373b3fb07c907/c.html,2024-09-01 00:30:30
(FOCAC) Feature: China-built power station boosts green development in Cote d'Ivoire,https://english.news.cn/africa/20240831/d81444fdaa35407d89e2a32d750e6691/c.html,2024-08-31 21:29:00
Zimbabwean company harnesses China's advanced technologies to promote business growth,https://english.news.cn/africa/20240831/7d1c739c381e452a9b6be08fd9e5f1f2/c.html,2024-08-31 00:26:45
Huawei rallies behind digitization of Kenya's energy systems to boost efficiency,https://english.news.cn/africa/20240830/c9d2488ca5d9489db1d6852cee0cc018/c.html,2024-08-30 22:00:30
(FOCAC) Across China: China becomes popular destination for African students,https://english.news.cn/africa/20240830/3b6b8d50c31b44558ab4116b0768dbd2/c.html,2024-08-30 17:50:15
"Xi stresses China, Africa always a community with a shared future",https://english.news.cn/africa/20240830/896a97c358464426989a60e0a9cc684b/c.html,2024-08-30 17:40:00
(FOCAC) Feature: Cameroonian man's journey to fulfilling his Kung Fu dream,https://english.news.cn/africa/20240830/2dacd59d137c4380bb1ea1e79074ffd1/c.html,2024-08-30 16:16:30
"(FOCAC) Feature: China-built bridge in Cote d'Ivoire eases traffic woes, becomes new city icon",https://english.news.cn/africa/20240830/806c1481532d4cb2953d1415679a7ef1/c.html,2024-08-30 15:44:15
Ethiopia seeks more Chinese investment in industrial parks,https://english.news.cn/africa/20240830/d3a835883b604f5d848f6f5a82fd664f/c.html,2024-08-30 00:55:45
China stretches run as Africa's largest trading partner to 15 consecutive years,https://english.news.cn/africa/20240829/f742be243c634635bc243421ccc33abc/c.html,2024-08-29 20:15:00
(FOCAC) Interview: Promising future for Egyptian economic zone as Chinese investments grow: official,https://english.news.cn/africa/20240829/c0ebf5f4cfff4939a485a94404744e30/c.html,2024-08-29 18:32:00
Reopening of China-Zambia textile joint venture in sight as new machinery arrives,https://english.news.cn/africa/20240829/dbb90fc55247477f9545d36e2220ffa5/c.html,2024-08-29 11:55:45
Chinese construction company commences asphalt pavement works in Malawi,https://english.news.cn/africa/20240829/ed0b58bca8e043c084495c8d48784299/c.html,2024-08-29 00:36:45
China-SADC cooperation expected to flourish: African think tank,https://english.news.cn/africa/20240829/011e72717636421b805443f85355d28e/c.html,2024-08-29 00:19:00
Guest Opinion: China-Namibia relations: a perfect blend of traditional friendship,https://english.news.cn/africa/20240828/4354a3a0478844458543246e033667e5/c.html,2024-08-28 22:21:15
"(FOCAC) Interview: Zambia expects increased partnership with China, says minister",https://english.news.cn/africa/20240828/66bbd443bda74e63a78f792006a793db/c.html,2024-08-28 19:01:30
(FOCAC) Feature: Nigerian woman fulfills train-driving dream on China-built light rail,https://english.news.cn/africa/20240828/ee5bcb647f0a45d1bce5d420abd0ebda/c.html,2024-08-28 16:09:15
Tanzania's Zanzibari president awards Chinese medical team,https://english.news.cn/africa/20240828/3a4759203d0040bd852d0123c906aff4/c.html,2024-08-28 00:08:15
How Chinese hybrid grass technology is changing the world for the better,https://english.news.cn/africa/20240828/73f70380499c44e2890cceb4dc3d23ba/c.html,2024-08-28 00:02:30
Tanzania's Zanzibar president thanks Chinese health experts for bilharzia elimination efforts,https://english.news.cn/africa/20240827/5ddff25dd83f42c7b8c7f9870134d406/c.html,2024-08-26 23:17:00
Feature: Chinese-built new bridge to promote well-being of local Tunisians,https://english.news.cn/africa/20240826/6bda14c57a2947b8af4fd62c1e81ea2d/c.html,2024-08-26 14:09:45
Guest Opinion: Building a high-level China-Africa community with a shared future and a better tomorrow for China-DRC relations,https://english.news.cn/africa/20240825/c947b75d9b2f48d7940286069fae4b47/c.html,2024-08-25 20:25:30
African journalists eye closer ties with Chinese media,https://english.news.cn/africa/20240824/7ed68374185b48aaad3d9d21f2ddb2ad/c.html,2024-08-24 20:19:30
China-led int'l consortium to operate new large terminal at Egypt's Dekheila Port,https://english.news.cn/africa/20240823/d922f8fa75c4401198310f59c895b814/c.html,2024-08-23 21:15:45
"(FOCAC) Profile: Kenyan railroad engineer rides ""fast track"" of China-Africa cooperation",https://english.news.cn/africa/20240823/350473801dc54612b0cc280c39ea738c/c.html,2024-08-23 17:41:32
"Trade, FDI, respectful engagement strengthen China-Africa partnership for development",https://english.news.cn/africa/20240823/4a50134fd6ee4f4a9e4abdcd75db0bcb/c.html,2024-08-23 15:04:01
Chinese EV firm Moja pushes for green transition in Kenya's coastal taxi industry,https://english.news.cn/africa/20240821/eaf2186b93f546e29b0150fe4ae64a2d/c.html,2024-08-21 21:04:46
China seeks closer ties with African trading bloc COMESA,https://english.news.cn/africa/20240821/22e6aa58e3c749dea16c5e30b710408d/c.html,2024-08-21 19:57:30
China an important partner to Africa's energy transition: Zambian expert,https://english.news.cn/africa/20240821/a5fc9a07e1024fcabfaeaf50b2bd6144/c.html,2024-08-21 18:41:45
"China-Africa economic, trade cooperation reaches new heights: official",https://english.news.cn/africa/20240820/303af44c76414dc8a1050ef726993d55/c.html,2024-08-20 18:16:00
"Interview: Technological cooperation, digital innovation key to deepening China-Kenya ties, says expert",https://english.news.cn/africa/20240819/ab22579bce32419fa8c60d8c55d0ecee/c.html,2024-08-19 14:32:30
Guest Opinion: 2024 FOCAC Summit -- Towards a closer China-Africa community,https://english.news.cn/africa/20240818/3b84bb9756df46e981efa2153f722ca6/c.html,2024-08-18 20:41:45
Huawei launches inverter to boost solar uptake in Kenya,https://english.news.cn/africa/20240817/20b7554ca8384981a8d9089bfdb63425/c.html,2024-08-17 20:11:45
Economic Watch: Chinese electric minibuses boost Ethiopia's transition to green mobility,https://english.news.cn/africa/20240817/82a52f49b9d34200b40a87edc5ab48ac/c.html,2024-08-17 17:07:30
SADC leaders to gather for annual meeting at China-aided building in Zimbabwe,https://english.news.cn/africa/20240817/67d22e901f704d458dad6c6e150dcc73/c.html,2024-08-17 01:22:00
Feature: Kenyan students shine at Chinese cultural showcase,https://english.news.cn/africa/20240817/a7b4cc60b48347aa94fd3a1cdee11f1b/c.html,2024-08-16 23:54:15
Feature: Chinese solar panels light up Kenya's remote villages,https://english.news.cn/africa/20240816/9b18c95ee31c4e658d91a2df7a918c8e/c.html,2024-08-16 18:15:00
Feature: TAZARA cemetery keepers guard memory of China-Tanzania solidarity,https://english.news.cn/africa/20240816/e540da6a58b645e68851e099726fd232/c.html,2024-08-16 13:40:15
Egypt hails success of ancient civilization exhibition in China's Shanghai,https://english.news.cn/africa/20240816/e7b1959207684add8367c57fc968f434/c.html,2024-08-16 03:18:15
"Over 300 Ethiopian students win Chinese government scholarships, vowing to advance bilateral relationship",https://english.news.cn/africa/20240816/e6f9372cd62041aa9054b558516af08b/c.html,2024-08-16 01:12:00
Chinese firm donates solar equipment to communities in northwest Kenya,https://english.news.cn/africa/20240816/497912f1fca544f1a5a05ae2daf6d0b9/c.html,2024-08-16 00:01:00
Chinese publishing firm donates books to Kenyan university,https://english.news.cn/africa/20240815/564f40f9d89a4a8293ddcfd922896a2c/c.html,2024-08-15 19:49:45
"Feature: Rwandan student's ambition to advance African agriculture inspired by ""father of hybrid rice""",https://english.news.cn/africa/20240815/b67305f0b1524955b62b491a19f18d31/c.html,2024-08-15 18:29:15
South African university's relationship with Chinese counterpart bears fruit,https://english.news.cn/africa/20240815/2267afd3ec4d41e38f2bcc16b4adc16c/c.html,2024-08-15 02:49:00
Ethiopian PM inaugurates construction of Chinese-contracted economic city,https://english.news.cn/africa/20240815/dafa8d3c49394edd9208ae9bd318eeb4/c.html,2024-08-15 01:08:01
Chinese medical team expands traditional Chinese medicine awareness in Namibian schools,https://english.news.cn/africa/20240815/c9832e6e7c2f41b5b2b1f264a4872cb8/c.html,2024-08-15 01:05:00
China a reliable partner for Ethiopia's technology development -- officials,https://english.news.cn/africa/20240814/c4d3caa0143c41e8a74e73569b803c47/c.html,2024-08-14 21:40:00
"China, Zambia seek enhanced cooperation in transport sector",https://english.news.cn/africa/20240814/708ef2dfe4974e20a354605b2553ef22/c.html,2024-08-14 01:03:45
"Ugandan university hosts conference on China-Africa cultural exchange, mutual learning",https://english.news.cn/africa/20240814/19fc393ea8314dc280e212ad9783188e/c.html,2024-08-14 00:42:00
"African, Chinese stakeholders convene in Kenya amid call to transform food systems",https://english.news.cn/africa/20240813/0ff6e01fa42a4ebe9b3d6cc9ec2d99d5/c.html,2024-08-13 22:11:15
Kenya seeks to expand partnership with Huawei to boost technology adoption,https://english.news.cn/africa/20240813/5ef2b51aba014982811451333adc01f7/c.html,2024-08-12 23:54:45
Feature: When Abidjan meets Shaolin -- a young Ivorian's Kung Fu dream,https://english.news.cn/africa/20240810/05988b168e1b4efa8ccfee76c012ae72/c.html,2024-08-10 15:27:45
Zimbabwean official hails Chinese steel firm for championing SADC industrialization agenda,https://english.news.cn/africa/20240803/ec7743d8817c4952b95624f1fca23cba/c.html,2024-08-03 20:26:00
Chinese Juncao technology bringing tangible benefits to Africans,https://english.news.cn/africa/20240803/11c49c457b1348e399859ead70ad9807/c.html,2024-08-03 00:45:30
Xi's special envoy attends inauguration ceremony of Mauritania's president,https://english.news.cn/africa/20240802/4384a4a28f67420885c329105dfd274c/c.html,2024-08-02 20:05:45
"Chinese smartphone firm, UNESCO partner to launch AI robot project in Kenya",https://english.news.cn/africa/20240802/73916ad122e745588a8c2900d01bb0ae/c.html,2024-08-02 19:51:45
Chinese Embassy in Rwanda celebrates PLA's 97th founding anniversary,https://english.news.cn/africa/20240802/1b20c4dd05104980b876902f2484d612/c.html,2024-08-01 23:53:45
Tanzania praises Chinese aid project for bilharzia control,https://english.news.cn/africa/20240802/8a2162235bc74d7f91a17be6fd3394e8/c.html,2024-08-01 23:22:15
Symposium held in Kenya on fostering China-Africa cooperation to drive modernization,https://english.news.cn/africa/20240801/da4426f5769e43f18480ddc4482ed783/c.html,2024-08-01 03:29:00
Chinese firm hands over heavy-duty equipment to aid Ghana's road improvement project,https://english.news.cn/africa/20240801/ae938a5d0de8439e879b29f27bc729d3/c.html,2024-08-01 02:13:15
Interview: China has bigger role to play in SADC's quest for industrialization: SADC official,https://english.news.cn/africa/20240731/dab9809869204812ad99e22a1703ee2b/c.html,2024-07-31 22:21:01
Lifting of arms embargo provides support to CAR gov't in building up security capacity: Chinese envoy,https://english.news.cn/africa/20240731/b5c6e45e56404acd945fdcbd0107b5b1/c.html,2024-07-31 13:45:16
China's comprehensive deepening of reforms to bring opportunities to world: officials,https://english.news.cn/africa/20240731/ee92fda24375494d88d0ff067745f13f/c.html,2024-07-31 07:57:15
"Ethiopian Airlines to strengthen facility, capacity in collaboration with Chinese construction companies",https://english.news.cn/africa/20240731/1dd4c4c38e7840cd9933faf264d0725a/c.html,2024-07-31 01:26:30
China plays key role in Zimbabwe's path to industrialization: Zimbabwean official,https://english.news.cn/africa/20240731/3e85f629ed604498aa76eac347e7fb14/c.html,2024-07-31 01:12:15
Feature: Chinese doctors provide medical care to South Sudan's ailing citizens,https://english.news.cn/africa/20240730/74425c9b935a4e1ab96b399c587d7230/c.html,2024-07-30 01:55:45
Chinese Embassy in Zimbabwe celebrates 97th anniversary of PLA,https://english.news.cn/africa/20240730/5d50b936980d48d19a0de67fbd3aab69/c.html,2024-07-30 01:39:30
"One Chinese tourist killed, five others injured in road accident in northern Tanzania",https://english.news.cn/africa/20240730/d32f707bf3e548789f63bc42942317b6/c.html,2024-07-29 23:41:30
"Feature: Partnership with China to transform cassava farming, enhance food security in Nigeria",https://english.news.cn/africa/20240727/c23d87ae69b347d9a148b0fd4c634e71/c.html,2024-07-27 19:17:15
Kenya hosts conference to boost China-Africa trade ties,https://english.news.cn/africa/20240726/d27f2d8bc57c4301984a9aa270d6cfdb/c.html,2024-07-26 21:11:30
Egypt welcomes China's efforts for Palestinian national reconciliation,https://english.news.cn/africa/20240725/0e2070f12ac347ffb2722bac54c556f4/c.html,2024-07-25 21:56:00
China's global one-stop comprehensive service platform opens office in Tanzania,https://english.news.cn/africa/20240721/4353d9743de346d8be9cb030e7bbad18/c.html,2024-07-21 21:01:15
Zimbabwe to hold first Chinese investment expo,https://english.news.cn/africa/20240719/2701e022c3d5400ea36b4f9cb07a2ab5/c.html,2024-07-18 23:50:45
"Interview: Ancient Egyptian exhibition in Shanghai boosts cultural, tourism exchanges: Egypt's antiquities official",https://english.news.cn/africa/20240718/5fd37d3292444296b1259633d7fdca09/c.html,2024-07-18 23:01:45
Zambian official commends China for governance training program,https://english.news.cn/africa/20240718/8872813ddfb24663a48f82aa31477600/c.html,2024-07-18 01:03:00
Medical staff in South Sudan start Chinese language course,https://english.news.cn/africa/20240717/6c58afc885644d86bb852368195844c3/c.html,2024-07-17 21:58:15
Kenya seeks cooperation with China to expand industrial parks,https://english.news.cn/africa/20240717/ef7578896ad54338ba0fa1651bd41d67/c.html,2024-07-16 23:44:00
Exhibition featuring ancient Chinese characters held in Ethiopia,https://english.news.cn/africa/20240715/0dbf0abcb2644ac4b0cbdff5757eabeb/c.html,2024-07-14 23:53:30
"Feature: TEDA, signature project boosting high quality China-Egypt BRI cooperation",https://english.news.cn/africa/20240715/9cbfd26f8cc8459085d062c666807266/c.html,2024-07-14 23:13:45
"Rwanda wants to keep strong bilateral relations with China, says President Kagame",https://english.news.cn/africa/20240714/767b5e56a7804329849b731b7cd6f733/c.html,2024-07-14 22:06:15
"Malawi, China sign MoU on health cooperation",https://english.news.cn/africa/20240713/ecb4b314501c46bf994243ca17252c4d/c.html,2024-07-13 22:22:45
Feature: Chinese electric vehicles transforming livelihoods of Kenyan taxi drivers,https://english.news.cn/africa/20240713/ef83b93ba2e7468c9610fe2b1c4a9526/c.html,2024-07-13 21:36:15
Feature: Chinese fashion draw visitors at Kenyan expo,https://english.news.cn/africa/20240713/b203b3e8064c4bdb9a2c4cb4c955c589/c.html,2024-07-13 17:56:30
"Feature: Chinese expertise boosts rice yields, enhances agricultural cooperation in Guinea-Bissau",https://english.news.cn/africa/20240712/93943e591f0f41549876405627476a80/c.html,2024-07-12 22:16:30
South Sudan's president inaugurates Chinese-built central bank headquarters,https://english.news.cn/africa/20240709/14c9475fa8c54ec6991b12867a7b5732/c.html,2024-07-09 16:12:30
Guinea-Bissau hails China's contribution to national development,https://english.news.cn/africa/20240708/0fd94c5f84d34839a41599ab34188213/c.html,2024-07-08 21:45:30
Chinese company erects longest bridge on Marka-Bangula railway in Malawi,https://english.news.cn/africa/20240707/a5392414d1d04d86aeef146f5904c31e/c.html,2024-07-07 01:07:00
Chinese doctors in Ghana successfully treats orphans with umbilical hernias,https://english.news.cn/africa/20240707/7d2e5067d10047bcb1baab17f8b4cc0d/c.html,2024-07-06 23:58:30
Chadian PM expresses gratitude to China for providing aid following explosion,https://english.news.cn/africa/20240706/c5e36641f28d49959ebb8d33445d1dc6/c.html,2024-07-05 23:39:00
Roundup: China-Egypt cultural exchange event held to promote heritage protection,https://english.news.cn/africa/20240705/e157fd7f217e48fa96967f723a77750a/c.html,2024-07-05 05:05:45
Chinese-built road rehab project for DR Congo breaks ground,https://english.news.cn/africa/20240704/05e7dd7c0e49405f9252ba7f355e46f0/c.html,2024-07-04 02:09:00
Chinese manufacturers of new energy vehicle parts shine at Kenyan Expo,https://english.news.cn/africa/20240704/5da2bec17f774b17b583b90ea392d672/c.html,2024-07-04 01:46:16
Kenya seeks China's partnership to boost blue economy,https://english.news.cn/africa/20240704/ed98ceb43b824a738919db0796b5e53b/c.html,2024-07-04 00:15:30
China's large population offers potential for tourism market: Zambian official,https://english.news.cn/africa/20240704/fc62be627a184c17af330a37ed76c608/c.html,2024-07-03 23:33:45
"Chinese construction firm, medical team donate to Tanzanian pupils with disabilities",https://english.news.cn/africa/20240703/d27b64a866b34901988a8ac4550f149d/c.html,2024-07-03 20:48:30
Interview: New agreement a milestone in Angola-China comprehensive strategic partnership: says Angolan official,https://english.news.cn/africa/20240630/17514ebc3c904460b9a8a17bc4f369ec/c.html,2024-06-30 10:26:45
Guest Opinion: China-Africa infrastructure cooperation: Building the groundwork for a better future,https://english.news.cn/africa/20240629/a646acfcd9344708aeffb070adbad9bd/c.html,2024-06-29 19:19:30
China-Serbia free trade agreement to take effect on July 1,https://english.news.cn/africa/20240628/20fdbfc1ab924d9c92a019dc7895a799/c.html,2024-06-28 15:54:15
"Chinese firm introduces new cars into Ghanaian market, planning local assembly",https://english.news.cn/africa/20240626/e4e82e4d25f842cb977f7d508cc700b9/c.html,2024-06-26 22:01:31
Ethiopian coffee gains foothold in China with rising popularity: official,https://english.news.cn/africa/20240626/59b8ab450486423281e15c931d3e6b1d/c.html,2024-06-26 18:54:30
Senior CPC official visits South Africa,https://english.news.cn/africa/20240625/ce9eb360e2384c14b79c73e2f83447ac/c.html,2024-06-25 00:49:15
Interview: Chinese support contributes to growth of agricultural sector in Namibia,https://english.news.cn/africa/20240625/0d4afd04e89f45da84eec1e1a67edda3/c.html,2024-06-24 23:26:00
Chinese-funded aluminum industrial park will boost Angola's economic diversification: official,https://english.news.cn/africa/20240624/ddcce19603b04396b46669e9d348d2c1/c.html,2024-06-24 02:28:15
"Beijing holds business promotion conference in Ethiopia to augment trade, investment ties",https://english.news.cn/africa/20240623/ab9fc727f2cc412aa21ad47b63df3007/c.html,2024-06-23 02:36:00
DR Congo president lays foundation stone for Chinese-built ring roads project,https://english.news.cn/africa/20240623/643816d508ce4556802dcf25f02908a9/c.html,2024-06-23 01:22:30
Chinese investment hailed as essential driver of Ethiopia's economic development,https://english.news.cn/africa/20240623/f12d2b70246f41d3baac0a315bd5f0c8/c.html,2024-06-23 00:57:30
Seminar held on China-Africa agricultural development strategies to improve food production,https://english.news.cn/africa/20240622/1ad7547a35cc4401abf992aff38f57ef/c.html,2024-06-22 18:27:15
China shares experience at int'l symposium in Ethiopia on enhancing public service delivery,https://english.news.cn/africa/20240622/645d2671181840babe26152f8070c782/c.html,2024-06-22 01:58:00
AU Commission eyes cooperation with China on disaster risk management: senior expert,https://english.news.cn/africa/20240622/1ffc44caab664304bd03a5a99bdad987/c.html,2024-06-22 01:32:00
Chinese automaker eyes Ethiopia's potential for EV market,https://english.news.cn/africa/20240622/0f54328a7e0f4dcbaae5c2ef1a988f1d/c.html,2024-06-22 00:03:15
Feature: China food aid helps keep children in school in northeastern Uganda,https://english.news.cn/africa/20240621/c43e703518954011b5cd66a3b7ec19d9/c.html,2024-06-21 23:09:45
Tunisia's first Chinese song competition concludes,https://english.news.cn/africa/20240620/bde5381e8c044d3a9a5e5236daa7cdc8/c.html,2024-06-20 15:06:30
Xi's special envoy attends inauguration of South African president,https://english.news.cn/africa/20240621/407e0c54b17244a3aaf75756cd43190e/c.html,2024-06-21 00:20:00
Chinese embassy launches student award program in Somalia,https://english.news.cn/africa/20240620/bc1ed1f14bd647b1a613b78408467bfd/c.html,2024-06-20 20:51:30
